accuracy,precision,recall,f1_score,auc_roc,model
0.878,0.3508771929824561,0.0881057268722467,0.14084507042253522,0.7044134856921369,Random Forest (Baseline)
0.8075,0.2676470588235294,0.4008810572687225,0.32098765432098764,0.7092535859726541,Random Forest (Tuned)
