Model,Train Accuracy,Train Precision,Train Recall,Train F1,Test Accuracy,Test Precision,Test Recall,Test F1,Test ROC-AUC,Best Threshold,Best Params
Decision Tree (Tuned),0.9916126303918804,0.9947510285146829,0.9884409360022555,0.9915859435763276,0.7665,0.15714285714285714,0.2422907488986784,0.19064124783362218,0.5377666962340143,0.1,"{'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': None, 'criterion': 'entropy'}"
